province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Timor-Leste,2020-09-27,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,27,0,,,Timor-Leste
,Vietnam,2020-09-27,14.058324,108.277199,POINT(108.277199 14.058324),1074,35,999,40,,,Vietnam
,Malaysia,2020-03-15,4.2105,101.9758,POINT(101.9758 4.2105),428,0,42,,,,
,Singapore,2020-03-15,1.3521,103.8198,POINT(103.8198 1.3521),226,0,105,,,,
,Philippines,2020-03-15,12.8797,121.774,POINT(121.774 12.8797),140,11,2,,,,
,Indonesia,2020-03-15,-0.7893,113.9213,POINT(113.9213 -0.7893),117,5,8,,,,
,Thailand,2020-03-15,15.87,100.9925,POINT(100.9925 15.87),114,1,35,,,,
,Vietnam,2020-03-15,14.0583,108.2772,POINT(108.2772 14.0583),56,0,16,,,,
,Brunei,2020-03-15,4.5353,114.7277,POINT(114.7277 4.5353),50,0,0,,,,
,Cambodia,2020-03-15,12.5657,104.991,POINT(104.991 12.5657),7,0,1,,,,
,Brunei,2020-08-21,4.5353,114.7277,POINT(114.7277 4.5353),143,3,139,1,,,Brunei
,Burma,2020-08-21,21.9162,95.956,POINT(95.956 21.9162),435,6,337,92,,,Burma
,Cambodia,2020-08-21,11.55,104.9167,POINT(104.9167 11.55),273,0,263,10,,,Cambodia
,Indonesia,2020-08-21,-0.7893,113.9213,POINT(113.9213 -0.7893),149408,6500,102991,39917,,,Indonesia
,Laos,2020-08-21,19.85627,102.495496,POINT(102.495496 19.85627),22,0,20,2,,,Laos
,Malaysia,2020-08-21,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9249,125,8945,179,,,Malaysia
,Philippines,2020-08-21,12.879721,121.774017,POINT(121.774017 12.879721),182365,2940,114519,64906,,,Philippines
,Singapore,2020-08-21,1.2833,103.8333,POINT(103.8333 1.2833),56216,27,53651,2538,,,Singapore
,Thailand,2020-08-21,15.870032,100.992541,POINT(100.992541 15.870032),3390,58,3219,113,,,Thailand
,Timor-Leste,2020-08-21,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,25,0,,,Timor-Leste
,Vietnam,2020-08-21,14.058324,108.277199,POINT(108.277199 14.058324),1009,25,545,439,,,Vietnam
,Brunei,2020-09-10,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-10,21.9162,95.956,POINT(95.956 21.9162),2150,14,625,1511,,,Burma
,Cambodia,2020-09-10,11.55,104.9167,POINT(104.9167 11.55),274,0,274,0,,,Cambodia
,Indonesia,2020-09-10,-0.7893,113.9213,POINT(113.9213 -0.7893),207203,8456,147510,51237,,,Indonesia
,Laos,2020-09-10,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-09-10,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9628,128,9167,333,,,Malaysia
,Philippines,2020-09-10,12.879721,121.774017,POINT(121.774017 12.879721),248947,4066,186058,58823,,,Philippines
,Singapore,2020-09-10,1.2833,103.8333,POINT(103.8333 1.2833),57229,27,56558,644,,,Singapore
,Thailand,2020-09-10,15.870032,100.992541,POINT(100.992541 15.870032),3461,58,3312,91,,,Thailand
,Timor-Leste,2020-09-10,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-10,14.058324,108.277199,POINT(108.277199 14.058324),1059,35,893,131,,,Vietnam
,Singapore,2020-02-10,,,,45,0,2,,,,
,Thailand,2020-02-10,,,,32,0,10,,,,
,Malaysia,2020-02-10,,,,18,0,1,,,,
,Vietnam,2020-02-10,,,,14,0,1,,,,
,Philippines,2020-02-10,,,,3,1,0,,,,
,Cambodia,2020-02-10,,,,1,0,0,,,,
,Brunei,2020-06-21,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-21,21.9162,95.956,POINT(95.956 21.9162),290,6,200,84,,,Burma
,Cambodia,2020-06-21,11.55,104.9167,POINT(104.9167 11.55),129,0,127,2,,,Cambodia
,Indonesia,2020-06-21,-0.7893,113.9213,POINT(113.9213 -0.7893),45891,2465,18404,25022,,,Indonesia
,Laos,2020-06-21,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-21,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8572,121,8156,295,,,Malaysia
,Philippines,2020-06-21,12.879721,121.77401699999999,POINT(121.774017 12.879721),30052,1169,7893,20990,,,Philippines
,Singapore,2020-06-21,1.2833,103.8333,POINT(103.8333 1.2833),42095,26,34942,7127,,,Singapore
,Thailand,2020-06-21,15.870032,100.992541,POINT(100.992541 15.870032),3148,58,3018,72,,,Thailand
,Timor-Leste,2020-06-21,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-21,14.058323999999999,108.277199,POINT(108.277199 14.058324),349,0,327,22,,,Vietnam
,Brunei,2020-07-10,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-10,21.9162,95.956,POINT(95.956 21.9162),326,6,256,64,,,Burma
,Cambodia,2020-07-10,11.55,104.9167,POINT(104.9167 11.55),141,0,131,10,,,Cambodia
,Indonesia,2020-07-10,-0.7893,113.9213,POINT(113.9213 -0.7893),72347,3469,33529,35349,,,Indonesia
,Laos,2020-07-10,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-10,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8696,121,8511,64,,,Malaysia
,Philippines,2020-07-10,12.879721,121.77401699999999,POINT(121.774017 12.879721),52914,1360,13230,38324,,,Philippines
,Singapore,2020-07-10,1.2833,103.8333,POINT(103.8333 1.2833),45614,26,41780,3808,,,Singapore
,Thailand,2020-07-10,15.870032,100.992541,POINT(100.992541 15.870032),3202,58,3087,57,,,Thailand
,Timor-Leste,2020-07-10,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-10,14.058323999999999,108.277199,POINT(108.277199 14.058324),370,0,350,20,,,Vietnam
,Brunei,2020-10-30,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-10-30,21.9162,95.956,POINT(95.956 21.9162),51496,1219,31330,18947,,,Burma
,Cambodia,2020-10-30,11.55,104.9167,POINT(104.9167 11.55),291,0,283,8,,,Cambodia
,Indonesia,2020-10-30,-0.7893,113.9213,POINT(113.9213 -0.7893),406945,13782,334295,58868,,,Indonesia
,Laos,2020-10-30,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-10-30,4.2104839999999992,101.975766,POINT(101.975766 4.210484),30889,249,20248,10392,,,Malaysia
,Philippines,2020-10-30,12.879721,121.774017,POINT(121.774017 12.879721),378933,7185,330457,41291,,,Philippines
,Singapore,2020-10-30,1.2833,103.8333,POINT(103.8333 1.2833),58003,28,57909,66,,,Singapore
,Thailand,2020-10-30,15.870032,100.992541,POINT(100.992541 15.870032),3780,59,3590,131,,,Thailand
,Timor-Leste,2020-10-30,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-10-30,14.058324,108.277199,POINT(108.277199 14.058324),1177,35,1062,80,,,Vietnam
,Singapore,2020-03-02,1.2833,103.8333,POINT(103.8333 1.2833),108,0,78,,,,
,Thailand,2020-03-02,15.0,101.0,POINT(101 15),43,1,31,,,,
,Malaysia,2020-03-02,2.5,112.5,POINT(112.5 2.5),29,0,18,,,,
,Vietnam,2020-03-02,16.0,108.0,POINT(108 16),16,0,16,,,,
,Philippines,2020-03-02,13.0,122.0,POINT(122 13),3,1,1,,,,
,Indonesia,2020-03-02,-0.7893,113.9213,POINT(113.9213 -0.7893),2,0,0,,,,
,Cambodia,2020-03-02,11.55,104.9167,POINT(104.9167 11.55),1,0,1,,,,
,Brunei,2020-12-30,4.5353,114.7277,POINT(114.7277 4.5353),157,3,149,5,,,Brunei
,Burma,2020-12-30,21.9162,95.956,POINT(95.956 21.9162),123740,2664,106121,14955,,,Burma
,Cambodia,2020-12-30,11.55,104.9167,POINT(104.9167 11.55),366,0,361,5,,,Cambodia
,Indonesia,2020-12-30,-0.7893,113.9213,POINT(113.9213 -0.7893),735124,21944,603741,109439,,,Indonesia
,Laos,2020-12-30,19.85627,102.495496,POINT(102.495496 19.85627),41,0,40,1,,,Laos
,Malaysia,2020-12-30,4.2104839999999992,101.975766,POINT(101.975766 4.210484),110485,463,87460,22562,,,Malaysia
,Philippines,2020-12-30,12.879721,121.774017,POINT(121.774017 12.879721),472532,9230,439509,23793,,,Philippines
,Singapore,2020-12-30,1.2833,103.8333,POINT(103.8333 1.2833),58569,29,58411,129,,,Singapore
,Thailand,2020-12-30,15.870032,100.992541,POINT(100.992541 15.870032),6690,61,4212,2417,,,Thailand
,Timor-Leste,2020-12-30,-8.874217,125.727539,POINT(125.727539 -8.874217),44,0,32,12,,,Timor-Leste
,Vietnam,2020-12-30,14.058324,108.277199,POINT(108.277199 14.058324),1456,35,1323,98,,,Vietnam
,Singapore,2020-02-26,,,,93,0,62,,,,
,Thailand,2020-02-26,,,,40,0,22,,,,
,Malaysia,2020-02-26,,,,22,0,18,,,,
,Vietnam,2020-02-26,,,,16,0,16,,,,
,Philippines,2020-02-26,,,,3,1,1,,,,
,Cambodia,2020-02-26,,,,1,0,1,,,,
,Brunei,2020-12-27,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-27,21.9162,95.956,POINT(95.956 21.9162),121886,2601,103223,16062,,,Burma
,Cambodia,2020-12-27,11.55,104.9167,POINT(104.9167 11.55),364,0,360,4,,,Cambodia
,Indonesia,2020-12-27,-0.7893,113.9213,POINT(113.9213 -0.7893),713365,21237,583676,108452,,,Indonesia
,Laos,2020-12-27,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-27,4.2104839999999992,101.975766,POINT(101.975766 4.210484),105096,452,84411,20233,,,Malaysia
,Philippines,2020-12-27,12.879721,121.774017,POINT(121.774017 12.879721),469886,9109,438678,22099,,,Philippines
,Singapore,2020-12-27,1.2833,103.8333,POINT(103.8333 1.2833),58524,29,58370,125,,,Singapore
,Thailand,2020-12-27,15.870032,100.992541,POINT(100.992541 15.870032),6141,60,4161,1920,,,Thailand
,Timor-Leste,2020-12-27,-8.874217,125.727539,POINT(125.727539 -8.874217),41,0,32,9,,,Timor-Leste
,Vietnam,2020-12-27,14.058324,108.277199,POINT(108.277199 14.058324),1441,35,1303,103,,,Vietnam
,Brunei,2020-04-19,4.5353,114.7277,POINT(114.7277 4.5353),138,1,115,22,,,Brunei
,Burma,2020-04-19,21.9162,95.956,POINT(95.956 21.9162),111,5,7,99,,,Burma
,Cambodia,2020-04-19,11.55,104.9167,POINT(104.9167 11.55),122,0,105,17,,,Cambodia
,Indonesia,2020-04-19,-0.7893,113.9213,POINT(113.9213 -0.7893),6575,582,686,5307,,,Indonesia
,Laos,2020-04-19,19.85627,102.495496,POINT(102.495496 19.85627),19,0,2,17,,,Laos
,Malaysia,2020-04-19,4.210484,101.975766,POINT(101.975766 4.210484),5389,89,3197,2103,,,Malaysia
,Philippines,2020-04-19,12.879721,121.774017,POINT(121.774017 12.879721),6259,409,572,5278,,,Philippines
,Singapore,2020-04-19,1.2833,103.8333,POINT(103.8333 1.2833),6588,11,768,5809,,,Singapore
,Thailand,2020-04-19,15.870032,100.992541,POINT(100.992541 15.870032),2765,47,1928,790,,,Thailand
,Timor-Leste,2020-04-19,-8.874217,125.727539,POINT(125.727539 -8.874217),19,0,1,18,,,Timor-Leste
,Vietnam,2020-04-19,14.058324,108.277199,POINT(108.277199 14.058324),268,0,202,66,,,Vietnam
,Brunei,2020-04-06,4.5353,114.7277,POINT(114.7277 4.5353),135,1,82,52,,,Brunei
,Burma,2020-04-06,21.9162,95.956,POINT(95.956 21.9162),22,1,0,21,,,Burma
,Cambodia,2020-04-06,11.55,104.9167,POINT(104.9167 11.55),114,0,53,61,,,Cambodia
,Indonesia,2020-04-06,-0.7893,113.9213,POINT(113.9213 -0.7893),2491,209,192,2090,,,Indonesia
,Laos,2020-04-06,19.85627,102.495496,POINT(102.495496 19.85627),12,0,0,12,,,Laos
,Malaysia,2020-04-06,4.210484,101.975766,POINT(101.975766 4.210484),3793,62,1241,2490,,,Malaysia
,Philippines,2020-04-06,12.879721,121.774017,POINT(121.774017 12.879721),3660,163,73,3424,,,Philippines
,Singapore,2020-04-06,1.2833,103.8333,POINT(103.8333 1.2833),1375,6,344,1025,,,Singapore
,Thailand,2020-04-06,15.870032,100.992541,POINT(100.992541 15.870032),2220,26,793,1401,,,Thailand
,Timor-Leste,2020-04-06,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-06,14.058324,108.277199,POINT(108.277199 14.058324),245,0,95,150,,,Vietnam
,Vietnam,2020-09-17,14.058324,108.277199,POINT(108.277199 14.058324),1066,35,940,91,,,Vietnam
,Brunei,2020-04-03,4.5353,114.7277,POINT(114.7277 4.5353),134,1,65,68,,,Brunei
,Burma,2020-04-03,21.9162,95.956,POINT(95.956 21.9162),20,1,0,19,,,Burma
,Cambodia,2020-04-03,11.55,104.9167,POINT(104.9167 11.55),114,0,35,79,,,Cambodia
,Indonesia,2020-04-03,-0.7893,113.9213,POINT(113.9213 -0.7893),1986,181,134,1671,,,Indonesia
,Laos,2020-04-03,19.856270000000002,102.495496,POINT(102.495496 19.85627),10,0,0,10,,,Laos
,Malaysia,2020-04-03,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),3333,53,827,2453,,,Malaysia
,Philippines,2020-04-03,12.879721,121.77401699999999,POINT(121.774017 12.879721),3018,136,52,2830,,,Philippines
,Singapore,2020-04-03,1.2833,103.8333,POINT(103.8333 1.2833),1114,5,282,827,,,Singapore
,Thailand,2020-04-03,15.870032,100.992541,POINT(100.992541 15.870032),1978,19,612,1347,,,Thailand
,Timor-Leste,2020-04-03,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-03,14.058323999999999,108.277199,POINT(108.277199 14.058324),237,0,85,152,,,Vietnam
,Brunei,2020-08-03,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-08-03,21.9162,95.956,POINT(95.956 21.9162),355,6,302,47,,,Burma
,Cambodia,2020-08-03,11.55,104.9167,POINT(104.9167 11.55),240,0,197,43,,,Cambodia
,Indonesia,2020-08-03,-0.7893,113.9213,POINT(113.9213 -0.7893),113134,5302,70237,37595,,,Indonesia
,Laos,2020-08-03,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-08-03,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9001,125,8668,208,,,Malaysia
,Philippines,2020-08-03,12.879721,121.774017,POINT(121.774017 12.879721),106330,2104,65821,38405,,,Philippines
,Singapore,2020-08-03,1.2833,103.8333,POINT(103.8333 1.2833),53051,27,47179,5845,,,Singapore
,Thailand,2020-08-03,15.870032,100.992541,POINT(100.992541 15.870032),3320,58,3142,120,,,Thailand
,Timor-Leste,2020-08-03,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-08-03,14.058324,108.277199,POINT(108.277199 14.058324),652,7,374,271,,,Vietnam
,Brunei,2020-06-03,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-06-03,21.9162,95.956,POINT(95.956 21.9162),233,6,145,82,,,Burma
,Cambodia,2020-06-03,11.55,104.9167,POINT(104.9167 11.55),125,0,123,2,,,Cambodia
,Indonesia,2020-06-03,-0.7893,113.9213,POINT(113.9213 -0.7893),28233,1698,8406,18129,,,Indonesia
,Laos,2020-06-03,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,18,1,,,Laos
,Malaysia,2020-06-03,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),7970,115,6531,1324,,,Malaysia
,Philippines,2020-06-03,12.879721,121.77401699999999,POINT(121.774017 12.879721),19748,974,4153,14621,,,Philippines
,Singapore,2020-06-03,1.2833,103.8333,POINT(103.8333 1.2833),36405,24,23582,12799,,,Singapore
,Thailand,2020-06-03,15.870032,100.992541,POINT(100.992541 15.870032),3084,58,2968,58,,,Thailand
,Timor-Leste,2020-06-03,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-03,14.058323999999999,108.277199,POINT(108.277199 14.058324),328,0,302,26,,,Vietnam
,Brunei,2020-12-08,4.5353,114.7277,POINT(114.7277 4.5353),152,3,147,2,,,Brunei
,Burma,2020-12-08,21.9162,95.956,POINT(95.956 21.9162),101739,2151,80726,18862,,,Burma
,Cambodia,2020-12-08,11.55,104.9167,POINT(104.9167 11.55),354,0,307,47,,,Cambodia
,Indonesia,2020-12-08,-0.7893,113.9213,POINT(113.9213 -0.7893),586842,18000,483497,85345,,,Indonesia
,Laos,2020-12-08,19.85627,102.495496,POINT(102.495496 19.85627),41,0,28,13,,,Laos
,Malaysia,2020-12-08,4.2104839999999992,101.975766,POINT(101.975766 4.210484),75306,388,64056,10862,,,Malaysia
,Philippines,2020-12-08,12.879721,121.774017,POINT(121.774017 12.879721),442785,8670,408790,25325,,,Philippines
,Singapore,2020-12-08,1.2833,103.8333,POINT(103.8333 1.2833),58285,29,58176,80,,,Singapore
,Thailand,2020-12-08,15.870032,100.992541,POINT(100.992541 15.870032),4151,60,3880,211,,,Thailand
,Timor-Leste,2020-12-08,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-08,14.058324,108.277199,POINT(108.277199 14.058324),1377,35,1224,118,,,Vietnam
,Brunei,2020-10-08,4.5353,114.7277,POINT(114.7277 4.5353),146,3,143,0,,,Brunei
,Burma,2020-10-08,21.9162,95.956,POINT(95.956 21.9162),22445,535,6366,15544,,,Burma
,Cambodia,2020-10-08,11.55,104.9167,POINT(104.9167 11.55),281,0,276,5,,,Cambodia
,Indonesia,2020-10-08,-0.7893,113.9213,POINT(113.9213 -0.7893),320564,11580,244060,64924,,,Indonesia
,Laos,2020-10-08,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-10-08,4.2104839999999992,101.975766,POINT(101.975766 4.210484),14368,146,10519,3703,,,Malaysia
,Philippines,2020-10-08,12.879721,121.774017,POINT(121.774017 12.879721),331869,6069,274318,51482,,,Philippines
,Singapore,2020-10-08,1.2833,103.8333,POINT(103.8333 1.2833),57849,27,57668,154,,,Singapore
,Thailand,2020-10-08,15.870032,100.992541,POINT(100.992541 15.870032),3628,59,3441,128,,,Thailand
,Timor-Leste,2020-10-08,-8.874217,125.727539,POINT(125.727539 -8.874217),28,0,28,0,,,Timor-Leste
,Vietnam,2020-10-08,14.058324,108.277199,POINT(108.277199 14.058324),1100,35,1023,42,,,Vietnam
,Brunei,2020-08-31,4.5353,114.7277,POINT(114.7277 4.5353),144,3,139,2,,,Brunei
,Burma,2020-08-31,21.9162,95.956,POINT(95.956 21.9162),882,6,354,522,,,Burma
,Cambodia,2020-08-31,11.55,104.9167,POINT(104.9167 11.55),274,0,266,8,,,Cambodia
,Indonesia,2020-08-31,-0.7893,113.9213,POINT(113.9213 -0.7893),174796,7417,125959,41420,,,Indonesia
,Laos,2020-08-31,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-08-31,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9340,127,9054,159,,,Malaysia
,Philippines,2020-08-31,12.879721,121.774017,POINT(121.774017 12.879721),220819,3558,157562,59699,,,Philippines
,Singapore,2020-08-31,1.2833,103.8333,POINT(103.8333 1.2833),56812,27,55658,1127,,,Singapore
,Thailand,2020-08-31,15.870032,100.992541,POINT(100.992541 15.870032),3417,58,3274,85,,,Thailand
,Timor-Leste,2020-08-31,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-08-31,14.058324,108.277199,POINT(108.277199 14.058324),1044,34,707,303,,,Vietnam
,Brunei,2020-12-24,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-24,21.9162,95.956,POINT(95.956 21.9162),119788,2532,99927,17329,,,Burma
,Cambodia,2020-12-24,11.55,104.9167,POINT(104.9167 11.55),363,0,354,9,,,Cambodia
,Indonesia,2020-12-24,-0.7893,113.9213,POINT(113.9213 -0.7893),692838,20589,563980,108269,,,Indonesia
,Laos,2020-12-24,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-24,4.2104839999999992,101.975766,POINT(101.975766 4.210484),100318,446,81099,18773,,,Malaysia
,Philippines,2020-12-24,12.879721,121.774017,POINT(121.774017 12.879721),465724,9055,430490,26179,,,Philippines
,Singapore,2020-12-24,1.2833,103.8333,POINT(103.8333 1.2833),58495,29,58332,134,,,Singapore
,Thailand,2020-12-24,15.870032,100.992541,POINT(100.992541 15.870032),5910,60,4130,1720,,,Thailand
,Timor-Leste,2020-12-24,-8.874217,125.727539,POINT(125.727539 -8.874217),41,0,31,10,,,Timor-Leste
,Vietnam,2020-12-24,14.058324,108.277199,POINT(108.277199 14.058324),1432,35,1281,116,,,Vietnam
,Brunei,2020-10-24,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-10-24,21.9162,95.956,POINT(95.956 21.9162),43788,1066,23708,19014,,,Burma
,Cambodia,2020-10-24,11.55,104.9167,POINT(104.9167 11.55),287,0,283,4,,,Cambodia
,Indonesia,2020-10-24,-0.7893,113.9213,POINT(113.9213 -0.7893),385980,13205,309219,63556,,,Indonesia
,Laos,2020-10-24,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-10-24,4.2104839999999992,101.975766,POINT(101.975766 4.210484),25742,221,16555,8966,,,Malaysia
,Philippines,2020-10-24,12.879721,121.774017,POINT(121.774017 12.879721),367819,6934,313112,47773,,,Philippines
,Singapore,2020-10-24,1.2833,103.8333,POINT(103.8333 1.2833),57965,28,57844,93,,,Singapore
,Thailand,2020-10-24,15.870032,100.992541,POINT(100.992541 15.870032),3736,59,3530,147,,,Thailand
,Timor-Leste,2020-10-24,-8.874217,125.727539,POINT(125.727539 -8.874217),29,0,28,1,,,Timor-Leste
,Vietnam,2020-10-24,14.058324,108.277199,POINT(108.277199 14.058324),1160,35,1051,74,,,Vietnam
,Singapore,2020-03-11,1.2833,103.8333,POINT(103.8333 1.2833),178,0,96,,,,
,Malaysia,2020-03-11,2.5,112.5,POINT(112.5 2.5),149,0,26,,,,
,Thailand,2020-03-11,15.87,100.9925,POINT(100.9925 15.87),59,1,34,,,,
,Philippines,2020-03-11,12.8797,121.774,POINT(121.774 12.8797),49,1,2,,,,
,Vietnam,2020-03-11,16.0,108.0,POINT(108 16),38,0,16,,,,
,Indonesia,2020-03-11,-0.7893,113.9213,POINT(113.9213 -0.7893),34,1,2,,,,
,Brunei,2020-03-11,4.5353,114.7277,POINT(114.7277 4.5353),11,0,0,,,,
,Cambodia,2020-03-11,12.5657,104.991,POINT(104.991 12.5657),3,0,1,,,,
,Brunei,2020-11-29,4.5353,114.7277,POINT(114.7277 4.5353),150,3,145,2,,,Brunei
,Burma,2020-11-29,21.9162,95.956,POINT(95.956 21.9162),89486,1918,68910,18658,,,Burma
,Cambodia,2020-11-29,11.55,104.9167,POINT(104.9167 11.55),323,0,301,22,,,Cambodia
,Indonesia,2020-11-29,-0.7893,113.9213,POINT(113.9213 -0.7893),534266,16815,445793,71658,,,Indonesia
,Laos,2020-11-29,19.85627,102.495496,POINT(102.495496 19.85627),39,0,24,15,,,Laos
,Malaysia,2020-11-29,4.2104839999999992,101.975766,POINT(101.975766 4.210484),64485,357,52647,11481,,,Malaysia
,Philippines,2020-11-29,12.879721,121.774017,POINT(121.774017 12.879721),429864,8373,398624,22867,,,Philippines
,Singapore,2020-11-29,1.2833,103.8333,POINT(103.8333 1.2833),58213,29,58124,60,,,Singapore
,Thailand,2020-11-29,15.870032,100.992541,POINT(100.992541 15.870032),3998,60,3803,135,,,Thailand
,Timor-Leste,2020-11-29,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-29,14.058324,108.277199,POINT(108.277199 14.058324),1343,35,1179,129,,,Vietnam
,Brunei,2020-06-12,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-06-12,21.9162,95.956,POINT(95.956 21.9162),261,6,165,90,,,Burma
,Cambodia,2020-06-12,11.55,104.9167,POINT(104.9167 11.55),126,0,125,1,,,Cambodia
,Indonesia,2020-06-12,-0.7893,113.9213,POINT(113.9213 -0.7893),36406,2048,13213,21145,,,Indonesia
,Laos,2020-06-12,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-12,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8402,119,7168,1115,,,Malaysia
,Philippines,2020-06-12,12.879721,121.77401699999999,POINT(121.774017 12.879721),24787,1052,5454,18281,,,Philippines
,Singapore,2020-06-12,1.2833,103.8333,POINT(103.8333 1.2833),39850,25,28040,11785,,,Singapore
,Thailand,2020-06-12,15.870032,100.992541,POINT(100.992541 15.870032),3129,58,2987,84,,,Thailand
